-122.582624936742, 44.6307715460241, 1276.97
-122.590759486574, 44.6532576050029, 1123.75
-122.602418670011, 44.6433637390522, 1120.42
-122.599959424301, 44.6291975218956, 1120.72
-122.586762775059, 44.4974292162804, 1097.23
-122.594960137369, 44.6190787953552, 1086.13
-122.602373482426, 44.6433637390522, 1119.99
-122.620397475721, 44.6316709883833, 966.855
-122.583186381322, 44.4825884173545, 1188.06
-122.59763892452, 44.5023761492557, 953.295
-122.607696441602, 44.5082225245902, 920.804
-122.613455325266, 44.499902682768, 891.27
-122.617535570025, 44.5133943181553, 888.757
-122.621671653762, 44.5343063530055, 853
-122.603457539281, 44.4816889749953, 824.682
-122.644933630241, 44.563313369088, 804.701
-122.635045166465, 44.5165423664123, 801.891
-122.636518535573, 44.6507841385152, 801.124
-122.632387411733, 44.4965297739212, 786.087
-122.610858390141, 44.469321642557, 782.393
-122.592482831595, 44.737580326173, 783.788
-122.588547166391, 44.8317969132938, 774.219
-122.633334990672, 44.6157058865084, 777.607
-122.625059604794, 44.6674238221594, 760.486
-122.592374300642, 44.6732701974939, 760.803
-122.584966704629, 44.6800160151875, 761.528
-122.602560806521, 44.5266610929527, 755.834
-122.619353641377, 44.4909082591766, 739.89
-122.604202658075, 44.8342703797814, 738.784
-122.590145357093, 44.8542829722725, 737.801
-122.635023389114, 44.602439111711, 718.679
-122.638444700764, 44.5525200607782, 709.351
-122.58579977743, 44.5934446881195, 700.604
-122.621751880229, 44.8308974709346, 693.511
-122.644190183281, 44.5266610929527, 694.868
-122.607461601373, 44.7357814414547, 688.026
-122.635829244773, 44.472469690814, 681.708
-122.622617731452, 44.47674204202, 679.381
-122.614083201486, 44.6759685245713, 674.524
-122.653299182896, 44.5026010098455, 672.267
-122.625635781329, 44.5442002189561, 654.481
-122.635028278418, 44.8308974709346, 654.084
-122.62002966958, 44.6314461277935, 966.972
-122.649146275664, 44.654157047362, 649.775
-122.666764740177, 44.5615144843697, 645.737
-122.65349668133, 44.5750061197569, 639.466
-122.610868764048, 44.8367438462691, 719.792
-122.634148251036, 44.8450636880912, 629.343
-122.627457112772, 44.4841624414829, 682.648
-122.635811027112, 44.6766431063407, 625.998
-122.599133694854, 44.5442002189561, 625.212
-122.661598133365, 44.6458372055399, 625.679
-122.592645393389, 44.6914839052666, 624.781
-122.635747698599, 44.821003604984, 618.346
-122.616824888966, 44.8466377122197, 609.215
-122.588985314428, 44.5540940849067, 603.265
-122.591760771024, 44.7459001679951, 598.887
-122.607482274538, 44.5516206184191, 598.437
-122.597494669573, 44.4598774977859, 593.999
-122.88504512148, 44.4333439481911, 592.652
-122.65740416079, 44.4909082591766, 591.853
-122.664930252587, 44.4448118382702, 593.459
-122.607493466516, 44.6849629481628, 593.422
-122.651558286173, 44.8407913368853, 586.659
-122.899260605074, 44.4234500822404, 592.655
-122.669966319645, 44.6534824655926, 588.721
-122.6584503834, 44.6323455701526, 583.343
-122.648340906272, 44.6849629481628, 582.851
-122.662516767154, 44.5291345594404, 575.805
-122.621856401878, 44.8567564387602, 573.685
-122.652544547763, 44.8540581116827, 574.777
-122.646690968695, 44.8259505379593, 571.293
-122.597548284765, 44.8225776291125, 571.578
-122.586595699056, 44.7231892484266, 569.155
-122.585719614656, 44.8174058355474, 569.438
-122.635813481966, 44.8565315781704, 566.572
-122.608479908266, 44.6950816747032, 560.623
-122.605915490797, 44.4499836318353, 560.813
-122.623451416655, 44.5675857202939, 557.773
-122.618364145581, 44.745000725636, 549.832
-122.638409851814, 44.4592029160166, 548.682
-122.6591342226, 44.5199152752591, 543.648
-122.601795699859, 44.7216152242981, 544.252
-122.589975255586, 44.563313369088, 539.844
-122.658399569455, 44.6107589535331, 536.567
-122.640758878938, 44.7009280500377, 535.776
-122.598332285299, 44.6125578382515, 981.733
-122.616519525324, 44.8176306961372, 527.511
-122.62337004292, 44.757592918664, 525.824
-122.869938295218, 44.4158048221877, 525.255
-122.608323689841, 44.5907463610421, 532.929
-122.606822887848, 44.5651122538063, 523.703
-122.661691254951, 44.824151653241, 525.566
-122.660881829365, 44.5109208516676, 517.885
-122.912438410303, 44.4191777310345, 516.397
-122.869029900259, 44.4349179723196, 513.081
-122.634417146875, 44.6867618328811, 514.554
-122.672520393117, 44.4367168570379, 514.152
-122.630827858891, 44.7391543503015, 518.746
-122.673277204691, 44.6264991948182, 511.343
-122.621598632161, 44.5974921787356, 509.47
-122.593284079615, 44.8099854360844, 512.101
-122.664818741196, 44.8441642457321, 505.732
-122.663347866525, 44.5815270768608, 507.058
-122.676508945753, 44.8324714950632, 503.566
-122.637290769281, 44.5781541680139, 501.462
-122.649196268097, 44.4515576559638, 500.327
-122.683298054265, 44.6507841385152, 494.819
-122.891702424479, 44.4441372565008, 497.555
-122.970844390949, 44.441888650603, 495.942
-122.673245680984, 44.5174418087714, 491.954
-122.633150178208, 44.456729449529, 568.319
-122.678431957923, 44.5399278677501, 483.245
-122.640105382509, 44.7474741921236, 479.716
-122.593470064759, 44.4198523128038, 480.307
-122.914965196267, 44.44503669886, 479.951
-122.688287605142, 44.5057490581025, 479.737
-122.656667270664, 44.4733691331732, 477.179
-122.691680318923, 44.8457382698606, 476.148
-122.601718169635, 44.5765801438854, 475.344
-122.878300534777, 44.4241246640098, 482.935
-122.65823408268, 44.5417267524684, 474.846
-122.665683559873, 44.4583034736574, 473.008
-122.638344994761, 44.7566934763049, 470.845
-122.638256591182, 44.4425632323723, 470.353
-122.641659552036, 44.7656878998964, 469.285
-122.6715401851, 44.4807895326361, 471.205
